player_id,season,week,season_type,passing_epa,completions,attempts,passing_yards,passing_tds,interceptions
00-0030061,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030061,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030068,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,3,REG,3.9683924,1,1,49.0,1,0.0
00-0030279,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030279,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0030431,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0030431,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0030431,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0030431,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030431,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0030431,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030506,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030513,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030564,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0030565,2023,1,REG,-4.3890905,16,26,112.0,1,0.0
00-0030565,2023,2,REG,14.86927,32,41,328.0,2,0.0
00-0030565,2023,3,REG,5.273515,23,36,296.0,1,1.0
00-0030565,2023,4,REG,-9.127239,13,20,110.0,1,0.0
00-0030565,2023,6,REG,-3.6160495,27,41,326.0,0,2.0
00-0030565,2023,7,REG,7.2816634,18,24,219.0,2,1.0
00-0030565,2023,8,REG,2.6245568,23,37,254.0,2,2.0
00-0030565,2023,9,REG,-14.661982,13,28,157.0,0,1.0
00-0030578,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0030578,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030578,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030578,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030578,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0030663,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0030874,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0030874,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0030874,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0030968,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0030968,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031235,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031236,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031237,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031260,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031280,2023,1,REG,3.6704845,23,33,305.0,1,1.0
00-0031280,2023,2,REG,-2.1891074,21,36,228.0,0,1.0
00-0031280,2023,3,REG,0.07446693,13,18,103.0,1,0.0
00-0031280,2023,4,REG,-12.751911,23,37,127.0,0,0.0
00-0031280,2023,5,REG,3.447774,18,26,183.0,2,0.0
00-0031280,2023,6,REG,5.2138553,32,50,353.0,1,1.0
00-0031280,2023,7,REG,-16.850712,33,55,301.0,1,1.0
00-0031280,2023,8,REG,13.525135,19,27,310.0,2,0.0
00-0031280,2023,9,REG,2.7130063,25,34,211.0,2,0.0
00-0031345,2023,1,REG,13.086085,20,26,200.0,2,1.0
00-0031345,2023,2,REG,-2.0070987,16,24,185.0,1,2.0
00-0031345,2023,3,REG,-8.352474,28,44,324.0,2,3.0
00-0031345,2023,5,REG,-0.7268435,22,31,208.0,1,1.0
00-0031345,2023,6,REG,5.1303062,14,22,162.0,1,1.0
00-0031345,2023,8,REG,-24.156507,10,21,126.0,0,1.0
00-0031376,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031376,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031381,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031408,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031428,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031484,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031484,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031484,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031503,2023,3,REG,-2.5194902,10,16,101.0,0,0.0
00-0031503,2023,4,REG,-2.822054,0,1,0.0,0,1.0
00-0031503,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031544,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031547,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031549,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031585,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031585,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031585,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031585,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031585,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031588,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031595,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031595,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031595,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031595,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031595,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031610,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031687,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031763,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0031763,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0031763,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0031763,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031763,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0031763,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031800,2023,8,REG,6.048243,12,21,175.0,1,0.0
00-0031800,2023,9,REG,-1.4887449,21,38,268.0,1,1.0
00-0031868,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0031941,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0031941,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0031941,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032062,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032062,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032062,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032104,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032134,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032134,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032134,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032134,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032134,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032134,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032141,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032141,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032141,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032144,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032144,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032200,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032200,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032200,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032200,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032208,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032211,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032217,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032385,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032385,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032385,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032385,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032385,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032392,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032398,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032398,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032398,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032398,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032398,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032398,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032464,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032688,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032688,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032764,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032764,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032764,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032764,2023,4,REG,3.1021674,1,1,2.0,1,0.0
00-0032764,2023,5,REG,-0.47603247,0,1,0.0,0,0.0
00-0032764,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032764,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032764,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0032765,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032775,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0032918,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0032918,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0032918,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0033009,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0033040,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0033045,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0033077,2023,1,REG,4.1784844,13,24,143.0,0,0.0
00-0033077,2023,2,REG,10.077872,31,38,255.0,2,0.0
00-0033077,2023,3,REG,-3.6596148,25,40,249.0,1,1.0
00-0033077,2023,4,REG,3.933241,28,34,261.0,1,0.0
00-0033077,2023,5,REG,-12.188786,14,24,153.0,1,3.0
00-0033077,2023,6,REG,6.7781825,21,30,272.0,1,0.0
00-0033077,2023,8,REG,11.593556,25,31,304.0,4,1.0
00-0033077,2023,9,REG,12.918436,29,44,374.0,3,0.0
00-0033090,2023,1,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,2,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,3,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,4,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,5,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,6,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,7,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,8,REG,0.0,0,0,0.0,0,0.0
00-0033090,2023,9,REG,0.0,0,0,0.0,0,0.0
00-0033106,2023,1,REG,6.543757,22,35,253.0,1,0.0
00-0033106,2023,2,REG,8.152202,28,35,323.0,3,1.0
00-0033106,2023,3,REG,2.72069,22,33,243.0,1,1.0
00-0033106,2023,4,REG,2.4591234,19,28,210.0,1,1.0
00-0033106,2023,5,REG,5.771698,20,28,236.0,3,0.0
